Team,PG,SG,SF,PF,C,Poss,Diff Rank,Diff,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
CLE,Darius Garland,Max Strus,Caris LeVert,Evan Mobley,Jarrett Allen,121,24,-6.0,15,107.4,38,54.5%,39,14.0%,16,19.6%,72,22.0,56,113.4,69,52.7%,99,21.8%,3,37.7%,51,17.3
MIN,Mike Conley,Nickeil Alexander-Walker,Troy Brown,Karl-Anthony Towns,Rudy Gobert,121,97,+32.1,75,124.8,99,69.3%,7,18.2%,23,21.4%,8,10.9,99,92.7,100,42.8%,89,17.1%,7,34.3%,52,17.1
LAC,Russell Westbrook,Terance Mann,Paul George,Kawhi Leonard,Ivica Zubac,121,61,+6.0,75,124.8,82,61.2%,39,14.0%,83,32.0%,16,12.5,31,118.8,27,57.6%,21,11.1%,100,12.5%,96,8.9
CLE,Darius Garland,Max Strus,Isaac Okoro,Evan Mobley,Jarrett Allen,121,63,+6.7,68,122.3,85,62.1%,7,18.2%,92,35.7%,23,14.0,44,115.6,45,55.4%,37,12.3%,70,23.0%,58,16.2
BOS,Jrue Holiday,Jaylen Brown,Jayson Tatum,Al Horford,Kristaps Porzingis,121,83,+17.4,54,119.0,49,55.8%,50,13.2%,66,29.1%,93,28.2,90,101.7,79,51.3%,4,8.3%,93,18.2%,97,8.0
NYK,Jalen Brunson,Donte DiVincenzo,RJ Barrett,Julius Randle,Jericho Sims,121,7,-19.6,68,122.3,76,59.9%,87,9.9%,25,21.8%,19,13.5,0,141.9,8,61.7%,2,7.3%,6,35.0%,73,14.1
UTA,Talen Horton-Tucker,Collin Sexton,Simone Fontecchio,Lauri Markkanen,Kelly Olynyk,121,18,-9.3,66,121.5,66,58.1%,0,22.3%,99,45.5%,81,23.8,4,130.8,2,64.6%,45,12.8%,64,23.5%,9,25.3
CHI,Coby White,Ayo Dosunmu,Alex Caruso,DeMar DeRozan,Andre Drummond,120,58,+4.4,64,120.8,10,49.1%,26,15.0%,100,45.6%,87,25.6,40,116.4,21,58.5%,85,16.4%,76,21.6%,46,17.9
ATL,Trae Young,Bogdan Bogdanovic,Garrison Mathews,Saddiq Bey,Onyeka Okongwu,120,85,+18.2,94,134.2,88,63.0%,81,10.8%,80,31.6%,4,9.2,41,116.0,16,59.4%,41,12.6%,96,16.4%,46,17.8
TOR,Immanuel Quickley,RJ Barrett,Scottie Barnes,Pascal Siakam,Jakob Poeltl,119,59,+4.8,64,121.0,85,62.0%,80,10.9%,22,21.2%,27,14.4,40,116.2,30,57.2%,57,13.7%,37,27.6%,97,8.1
MIA,Terry Rozier,Tyler Herro,Haywood Highsmith,Jimmy Butler,Bam Adebayo,119,26,-5.7,46,116.0,41,54.8%,59,12.6%,8,17.5%,72,21.9,24,121.7,26,57.7%,4,8.3%,57,24.6%,51,17.3
LAC,James Harden,Terance Mann,Norman Powell,Kawhi Leonard,Ivica Zubac,119,31,-3.9,48,116.8,26,52.9%,6,18.5%,69,29.8%,94,28.6,27,120.7,91,48.8%,26,11.6%,7,34.2%,23,21.0
CHI,Ayo Dosunmu,Alex Caruso,Torrey Craig,DeMar DeRozan,Nikola Vucevic,119,23,-7.1,60,120.2,79,60.5%,48,13.4%,4,15.7%,82,24.0,9,127.3,1,66.3%,13,9.9%,92,18.4%,63,15.4
MIA,Josh Richardson,Jaime Jaquez Jr.,Duncan Robinson,Caleb Martin,Bam Adebayo,118,32,-3.7,52,118.6,74,59.6%,46,13.6%,33,22.6%,38,16.3,20,122.3,33,56.9%,39,12.4%,24,29.5%,69,14.7
GSW,Stephen Curry,Klay Thompson,Andrew Wiggins,Dario Saric,Kevon Looney,118,6,-20.3,51,117.8,46,55.2%,34,14.4%,77,31.0%,71,21.7,1,138.1,9,61.2%,0,5.1%,42,26.7%,37,19.0
MIL,Damian Lillard,Malik Beasley,Jae Crowder,Giannis Antetokounmpo,Bobby Portis,118,6,-19.8,62,120.3,69,58.8%,46,13.6%,16,19.6%,95,28.9,0,140.2,13,60.0%,27,11.6%,38,27.3%,3,29.5
LAL,Austin Reaves,Taurean Prince,Rui Hachimura,LeBron James,Anthony Davis,118,63,+6.8,86,128.0,91,63.7%,86,10.2%,4,16.0%,71,21.6,26,121.1,53,54.5%,7,8.9%,38,27.3%,73,14.0
MIA,Kyle Lowry,Jaime Jaquez Jr.,Caleb Martin,Jimmy Butler,Kevin Love,118,50,+1.7,86,128.0,64,57.9%,95,8.5%,63,28.3%,84,25.2,11,126.3,43,55.8%,23,11.4%,24,29.8%,6,26.9
CHI,Jevon Carter,Ayo Dosunmu,Torrey Craig,DeMar DeRozan,Andre Drummond,118,1,-37.9,0,85.6,0,39.8%,68,11.9%,23,21.4%,51,18.4,18,123.5,44,55.6%,79,15.7%,18,30.9%,1,35.7
LAL,D'Angelo Russell,Cameron Reddish,Taurean Prince,Rui Hachimura,Anthony Davis,118,61,+5.9,37,113.6,53,56.6%,91,9.3%,1,13.2%,19,13.2,77,107.7,72,52.3%,69,14.5%,54,25.0%,80,13.1
SAC,De'Aaron Fox,Davion Mitchell,Keegan Murray,Harrison Barnes,Domantas Sabonis,117,95,+30.0,99,143.6,91,64.0%,99,6.0%,39,23.6%,27,14.4,55,113.6,24,58.1%,95,18.6%,21,30.4%,89,11.4
CHA,Vasilije Micic,Brandon Miller,Davis Bertans,Miles Bridges,Grant Williams,117,11,-14.8,27,111.1,7,47.8%,90,9.4%,24,21.5%,60,19.5,12,125.9,27,57.6%,5,8.6%,82,20.4%,0,43.5
LAC,James Harden,Terance Mann,Norman Powell,Paul George,Ivica Zubac,117,42,-0.0,9,102.6,12,50.0%,0,22.2%,78,31.1%,55,18.8,88,102.6,92,48.5%,48,12.9%,43,26.6%,41,18.4
BOS,Jrue Holiday,Derrick White,Jaylen Brown,Al Horford,Kristaps Porzingis,116,86,+18.2,93,133.6,99,70.3%,32,14.7%,1,12.2%,67,20.8,45,115.4,60,53.7%,84,16.2%,10,32.8%,56,16.5
CLE,Craig Porter,Max Strus,Isaac Okoro,Dean Wade,Jarrett Allen,116,72,+12.2,81,126.7,57,57.2%,77,11.2%,90,34.9%,6,10.2,50,114.5,13,60.0%,16,10.3%,98,15.7%,98,7.6
DEN,Jamal Murray,Justin Holiday,Christian Braun,Peyton Watson,Zeke Nnaji,115,22,-7.6,38,113.9,67,58.2%,94,8.7%,12,18.4%,43,17.3,24,121.6,97,45.7%,32,12.1%,0,48.6%,2,31.0
CLE,Donovan Mitchell,Caris LeVert,Isaac Okoro,Georges Niang,Jarrett Allen,115,91,+25.1,97,138.3,88,63.0%,94,8.7%,58,27.5%,69,21.3,57,113.2,81,50.9%,23,11.4%,56,24.6%,31,19.6
MEM,Ja Morant,Marcus Smart,Desmond Bane,Jaren Jackson,Bismack Biyombo,115,33,-3.6,14,107.0,87,62.8%,14,16.5%,0,8.7%,14,12.2,66,110.5,54,54.4%,23,11.4%,97,16.1%,61,15.7
NYK,Jalen Brunson,Donte DiVincenzo,Josh Hart,Precious Achiuwa,Jericho Sims,115,87,+20.0,78,125.2,34,54.0%,30,14.8%,100,50.0%,1,7.2,82,105.2,87,49.5%,71,14.7%,73,22.2%,16,23.0
PHX,Devin Booker,Grayson Allen,Nassir Little,Kevin Durant,Jusuf Nurkic,114,5,-20.7,24,110.5,28,53.1%,40,14.0%,56,27.3%,75,22.4,3,131.3,3,64.3%,27,11.6%,78,21.3%,17,22.4
DEN,Jamal Murray,Reggie Jackson,Christian Braun,Peyton Watson,Zeke Nnaji,114,9,-16.8,2,93.0,14,50.5%,1,21.9%,75,30.5%,0,5.0,69,109.8,95,46.8%,65,14.3%,3,37.3%,43,18.2
WAS,Jordan Poole,Corey Kispert,Deni Avdija,Kyle Kuzma,Richaun Holmes,114,86,+19.5,88,129.8,87,62.9%,40,14.0%,95,36.7%,32,15.2,67,110.3,83,50.0%,1,6.9%,89,19.4%,16,22.9
CLE,Donovan Mitchell,Max Strus,Caris LeVert,Dean Wade,Jarrett Allen,114,94,+29.9,84,127.2,94,65.5%,90,9.6%,16,19.6%,30,15.0,96,97.2,100,42.7%,78,15.6%,61,23.9%,48,17.5
PHX,Devin Booker,Bradley Beal,Eric Gordon,Grayson Allen,Kevin Durant,114,92,+27.1,100,144.7,99,70.7%,93,8.8%,10,17.9%,90,26.3,36,117.6,93,48.2%,79,15.7%,0,50.8%,67,14.9
UTA,Collin Sexton,Jordan Clarkson,Simone Fontecchio,Lauri Markkanen,John Collins,114,11,-14.9,14,107.0,8,48.0%,63,12.3%,51,25.8%,93,28.0,22,121.9,56,54.2%,18,10.5%,71,22.8%,20,21.5
MIA,Kyle Lowry,Tyler Herro,Jaime Jaquez Jr.,Nikola Jovic,Bam Adebayo,114,60,+5.2,10,103.5,12,50.0%,40,14.0%,44,24.2%,6,10.3,94,98.3,53,54.6%,94,18.1%,64,23.5%,98,7.1
BKN,Spencer Dinwiddie,Mikal Bridges,Cameron Johnson,Dorian Finney-Smith,Day'Ron Sharpe,113,100,+44.8,95,136.3,52,56.5%,89,9.7%,98,42.6%,66,20.7,99,91.5,96,45.7%,32,12.0%,93,17.9%,91,10.5
WAS,Tyus Jones,Corey Kispert,Deni Avdija,Kyle Kuzma,Daniel Gafford,112,35,-3.1,57,119.6,60,57.5%,60,12.5%,33,22.6%,57,19.0,19,122.7,15,59.5%,89,17.3%,14,31.4%,53,17.0
CLE,Darius Garland,Donovan Mitchell,Max Strus,Dean Wade,Jarrett Allen,112,91,+25.0,77,125.0,71,59.3%,60,12.5%,56,27.3%,53,18.6,92,100.0,65,53.1%,100,23.3%,22,30.2%,70,14.6
OKC,Shai Gilgeous-Alexander,Cason Wallace,Isaiah Joe,Kenrich Williams,Jaylin Williams,111,100,+42.2,95,135.1,83,61.8%,47,13.5%,46,24.5%,80,23.5,99,93.0,98,44.7%,98,20.2%,89,19.3%,14,23.4
POR,Anfernee Simons,Dalano Banton,Kris Murray,Toumani Camara,Deandre Ayton,111,66,+8.9,63,120.7,81,60.7%,15,16.2%,70,30.0%,33,15.3,61,111.8,48,55.1%,56,13.6%,32,28.1%,100,4.7
MIL,AJ Green,Patrick Beverley,Pat Connaughton,Giannis Antetokounmpo,Bobby Portis,110,26,-5.6,26,110.9,38,54.5%,58,12.7%,35,22.8%,23,14.0,40,116.5,11,60.6%,90,17.4%,70,22.9%,76,13.8
LAC,James Harden,Norman Powell,Amir Coffey,Paul George,Ivica Zubac,110,51,+2.3,22,110.0,11,49.5%,86,10.0%,3,15.5%,88,25.8,77,107.7,89,49.0%,97,19.2%,16,31.0%,48,17.5
CHA,LaMelo Ball,Brandon Miller,Gordon Hayward,Miles Bridges,Mark Williams,109,69,+10.1,33,112.8,20,51.9%,21,15.6%,97,39.3%,27,14.4,87,102.8,74,52.1%,86,16.7%,69,23.1%,84,12.6
MIL,Damian Lillard,Malik Beasley,Jae Crowder,Bobby Portis,Brook Lopez,108,45,+0.6,45,115.7,38,54.4%,20,15.7%,69,29.8%,20,13.7,46,115.2,52,54.6%,3,8.0%,82,20.4%,85,12.0
POR,Anfernee Simons,Malcolm Brogdon,Toumani Camara,Jerami Grant,Deandre Ayton,108,19,-8.9,34,113.0,55,57.0%,29,14.8%,69,29.8%,4,9.0,22,121.9,28,57.3%,39,12.4%,34,27.7%,39,18.8
ORL,Cole Anthony,Gary Harris,Joe Ingles,Franz Wagner,Moritz Wagner,108,21,-7.7,55,119.4,24,52.6%,97,7.4%,17,20.0%,92,27.8,10,127.2,34,56.6%,56,13.6%,4,35.8%,21,21.4
MIL,Damian Lillard,Malik Beasley,Pat Connaughton,Giannis Antetokounmpo,Bobby Portis,108,97,+32.4,100,146.3,97,67.0%,91,9.3%,74,30.4%,59,19.4,53,113.9,91,48.7%,1,7.0%,41,26.9%,55,16.5
LAL,D'Angelo Russell,Austin Reaves,Rui Hachimura,LeBron James,Jaxson Hayes,108,67,+9.2,38,113.9,70,58.9%,54,13.0%,32,22.4%,56,18.9,83,104.7,82,50.5%,50,13.1%,76,21.7%,74,14.0
ORL,Anthony Black,Gary Harris,Franz Wagner,Paolo Banchero,Goga Bitadze,108,36,-2.8,11,103.7,8,48.4%,0,22.2%,89,34.0%,91,27.5,79,106.5,54,54.4%,61,13.9%,74,22.0%,38,18.9
BKN,Dennis Schroder,Cameron Thomas,Mikal Bridges,Cameron Johnson,Nicolas Claxton,108,20,-8.3,20,109.3,12,50.0%,66,12.0%,22,21.2%,86,25.5,36,117.6,49,55.1%,16,10.2%,63,23.6%,35,19.2
NYK,Jalen Brunson,Donte DiVincenzo,Josh Hart,Julius Randle,Mitchell Robinson,107,73,+12.4,80,126.2,77,60.0%,19,15.9%,94,36.4%,30,15.0,54,113.8,57,54.1%,45,12.8%,54,25.0%,32,19.6
POR,Malcolm Brogdon,Shaedon Sharpe,Matisse Thybulle,Jerami Grant,Deandre Ayton,107,52,+2.8,22,110.3,52,56.5%,5,18.7%,13,18.6%,91,27.4,78,107.5,70,52.6%,74,15.0%,22,30.2%,71,14.3
LAC,Russell Westbrook,Paul George,Kawhi Leonard,Robert Covington,Ivica Zubac,107,99,+39.3,91,132.7,94,65.8%,41,14.0%,82,31.8%,47,17.9,98,93.5,96,45.7%,99,22.4%,9,33.3%,68,14.9
SAC,De'Aaron Fox,Chris Duarte,Kevin Huerter,Harrison Barnes,Domantas Sabonis,106,67,+9.3,69,122.6,63,57.8%,99,6.6%,25,21.8%,7,10.7,56,113.3,80,51.0%,65,14.3%,48,25.9%,16,22.9
IND,Andrew Nembhard,Buddy Hield,Aaron Nesmith,Pascal Siakam,Myles Turner,106,63,+6.6,93,134.0,94,65.8%,50,13.2%,87,33.3%,47,17.9,9,127.4,3,64.0%,63,14.2%,88,19.5%,7,25.8
IND,TJ McConnell,Ben Sheppard,Doug McDermott,Obi Toppin,Jalen Smith,106,87,+20.0,91,133.0,91,64.0%,85,10.4%,93,36.0%,0,3.7,58,113.0,42,55.9%,82,16.0%,38,27.3%,22,21.2
IND,Tyrese Haliburton,Bennedict Mathurin,Bruce Brown,Aaron Nesmith,Myles Turner,106,26,-5.7,85,127.4,57,57.1%,63,12.3%,83,32.1%,80,23.5,3,133.0,29,57.3%,10,9.4%,1,40.7%,18,22.3
MIL,Damian Lillard,MarJon Beauchamp,Pat Connaughton,Giannis Antetokounmpo,Bobby Portis,106,51,+1.9,78,125.5,46,55.2%,94,8.5%,70,30.0%,37,16.2,17,123.6,6,63.0%,76,15.1%,90,18.6%,57,16.3
SAS,Blake Wesley,Jeremy Sochan,Devin Vassell,Keldon Johnson,Zach Collins,105,32,-3.7,27,111.4,15,50.5%,36,14.3%,91,35.1%,42,17.2,47,115.1,33,56.8%,10,9.4%,60,24.0%,69,14.7
TOR,Dennis Schroder,Gary Trent Jr.,OG Anunoby,Scottie Barnes,Pascal Siakam,105,88,+20.4,98,141.0,71,59.0%,49,13.3%,9,17.9%,77,22.9,27,120.6,24,58.1%,17,10.3%,99,14.0%,1,36.0
POR,Scoot Henderson,Anfernee Simons,Toumani Camara,Jerami Grant,Deandre Ayton,104,54,+3.3,71,123.1,37,54.2%,90,9.6%,58,27.5%,84,25.0,28,119.8,64,53.2%,36,12.3%,18,30.8%,4,29.5
BKN,Spencer Dinwiddie,Cameron Thomas,Royce O'Neale,Mikal Bridges,Dorian Finney-Smith,104,17,-10.0,12,104.8,11,49.5%,100,3.8%,8,17.2%,3,8.7,49,114.9,59,53.8%,2,7.9%,87,19.6%,25,20.7
SAC,Davion Mitchell,Malik Monk,Kevin Huerter,Harrison Barnes,Domantas Sabonis,103,2,-27.7,3,96.1,2,44.9%,70,11.7%,6,16.7%,77,22.7,16,123.8,14,59.9%,39,12.4%,54,25.0%,15,23.1
PHI,Tyrese Maxey,Buddy Hield,Kelly Oubre,Tobias Harris,Paul Reed,101,46,+0.7,33,112.9,5,46.8%,99,5.9%,64,28.8%,9,11.0,60,112.1,25,57.9%,50,13.1%,47,26.0%,36,19.1
GSW,Stephen Curry,Brandin Podziemski,Klay Thompson,Jonathan Kuminga,Draymond Green,101,37,-2.4,57,119.8,76,59.8%,28,14.9%,78,31.1%,12,12.0,20,122.2,43,55.8%,14,10.1%,88,19.6%,4,29.1
PHI,Tyrese Maxey,De'Anthony Melton,Tobias Harris,PJ Tucker,Joel Embiid,101,92,+25.7,53,118.8,83,61.3%,19,15.8%,10,17.9%,92,27.5,98,93.1,98,44.1%,46,12.9%,51,25.5%,83,12.8
UTA,Keyonte George,Johnny Juzang,Taylor Hendricks,Luka Samanic,Omer Yurtseven,100,40,-1.3,82,127.0,50,56.2%,13,17.0%,99,45.1%,52,18.6,7,128.3,7,62.4%,9,9.1%,60,24.0%,99,6.2
BKN,Ben Simmons,Spencer Dinwiddie,Cameron Thomas,Mikal Bridges,Dorian Finney-Smith,100,92,+26.0,82,127.0,72,59.5%,100,4.0%,4,16.0%,2,8.0,91,101.0,89,49.0%,7,8.7%,89,19.3%,100,6.0
MIL,Damian Lillard,Malik Beasley,Khris Middleton,Jae Crowder,Brook Lopez,100,2,-27.0,29,112.0,67,58.1%,53,13.0%,9,17.8%,23,14.0,1,139.0,4,63.5%,13,10.0%,13,31.7%,3,30.3
DEN,Collin Gillespie,Kentavious Caldwell-Pope,Michael Porter,Aaron Gordon,Nikola Jokic,100,93,+28.1,94,134.0,66,58.1%,98,7.0%,83,32.1%,15,12.4,80,105.9,94,47.8%,73,14.9%,48,25.9%,19,22.0
DEN,Reggie Jackson,Christian Braun,Kentavious Caldwell-Pope,Aaron Gordon,Nikola Jokic,100,99,+38.3,82,127.0,93,64.9%,53,13.0%,76,30.6%,70,21.4,100,88.7,95,46.5%,98,20.6%,63,23.6%,99,7.0
SAC,De'Aaron Fox,Malik Monk,Kevin Huerter,Harrison Barnes,Domantas Sabonis,100,8,-17.6,59,120.0,37,54.4%,93,9.0%,32,22.4%,78,23.1,1,137.6,0,66.7%,46,12.9%,13,31.7%,14,23.3
