Team,PG,SG,SF,PF,C,Poss,Diff Rank,Diff,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
MIA,Gabe Vincent,Tyler Herro,Max Strus,Haywood Highsmith,Bam Adebayo,122,48,+2.4,4,98.4,8,48.1%,23,15.6%,38,24.2%,41,18.1,97,95.9,96,46.0%,54,13.8%,53,25.4%,87,13.4
DAL,Luka Doncic,Spencer Dinwiddie,Reggie Bullock,Dorian Finney-Smith,Christian Wood,121,3,-27.4,8,102.5,14,50.0%,8,18.2%,36,23.8%,64,21.4,6,129.8,1,68.0%,78,16.1%,51,25.6%,3,29.9
SAS,Tre Jones,Keldon Johnson,Keita Bates-Diop,Jeremy Sochan,Jakob Poeltl,121,27,-5.6,29,110.7,3,45.9%,97,8.3%,82,32.4%,41,18.0,38,116.4,18,59.8%,17,10.7%,90,18.9%,90,13.1
PHX,Chris Paul,Devin Booker,Mikal Bridges,Cameron Johnson,Bismack Biyombo,121,85,+16.1,92,131.4,84,61.0%,94,9.1%,41,24.5%,77,23.9,42,115.3,93,47.9%,14,10.5%,11,33.3%,20,23.3
MEM,Tyus Jones,Desmond Bane,John Konchar,Brandon Clarke,Jaren Jackson,120,56,+5.6,52,117.5,37,54.3%,74,11.7%,90,34.9%,12,13.8,60,111.9,60,53.5%,93,18.6%,18,31.7%,11,26.3
GSW,Stephen Curry,Jordan Poole,Andrew Wiggins,Draymond Green,Kevon Looney,120,85,+15.6,90,130.0,94,64.5%,84,10.8%,31,23.1%,33,16.8,44,114.4,66,52.7%,61,14.4%,7,35.0%,78,15.0
HOU,Kevin Porter,Jalen Green,Kenyon Martin Jr.,Tari Eason,Jabari Smith Jr.,119,44,+1.6,18,106.7,2,44.8%,73,11.8%,97,38.9%,58,20.7,82,105.2,71,52.0%,94,19.0%,62,24.1%,40,20.2
LAL,Dennis Schroder,Malik Beasley,Troy Brown,Jarred Vanderbilt,Anthony Davis,119,45,+1.7,9,103.4,14,49.5%,33,14.3%,33,23.3%,66,21.6,92,101.7,80,50.5%,61,14.4%,74,22.2%,82,14.4
PHI,De'Anthony Melton,Shake Milton,Tobias Harris,PJ Tucker,Joel Embiid,119,2,-31.6,2,97.5,3,46.2%,49,13.4%,20,20.3%,41,18.1,8,129.1,17,59.9%,52,13.7%,8,34.6%,19,23.6
CHI,Goran Dragic,Coby White,DeMar DeRozan,Derrick Jones Jr.,Andre Drummond,118,89,+19.5,85,126.3,75,59.4%,73,11.9%,73,30.0%,67,21.7,77,106.7,74,51.5%,71,15.1%,72,22.4%,38,20.4
MEM,Ja Morant,Dillon Brooks,Desmond Bane,Brandon Clarke,Jaren Jackson,118,95,+24.6,74,122.9,22,51.4%,97,8.5%,84,32.8%,95,32.4,94,98.3,95,46.4%,71,15.1%,68,23.0%,6,29.2
HOU,Kevin Porter,Jalen Green,Kenyon Martin Jr.,Jabari Smith Jr.,Usman Garuba,118,13,-14.3,14,105.1,2,45.0%,47,13.6%,85,33.3%,66,21.6,27,119.4,60,53.6%,24,11.3%,17,31.8%,13,25.0
WAS,Monte Morris,Bradley Beal,Kyle Kuzma,Anthony Gill,Kristaps Porzingis,117,47,+2.2,93,131.6,83,60.6%,100,6.8%,21,20.8%,63,21.3,6,129.4,4,64.6%,2,7.6%,97,15.7%,71,16.0
SAC,De'Aaron Fox,Terence Davis,Malik Monk,Chimezie Metu,Trey Lyles,117,4,-25.6,58,118.8,74,59.1%,57,12.8%,27,22.4%,71,22.2,0,144.4,0,68.8%,34,12.0%,14,32.6%,65,16.8
CLE,Darius Garland,Caris LeVert,Cedi Osman,Evan Mobley,Kevin Love,117,53,+4.9,38,112.8,44,55.3%,25,15.4%,8,16.3%,91,28.4,73,107.9,74,51.5%,96,19.3%,36,27.6%,25,22.4
CHA,Theo Maledon,Sviatoslav Mykhailiuk,Bryce McGowens,JT Thor,Mark Williams,116,31,-3.6,7,101.7,10,48.6%,5,19.0%,92,36.1%,21,15.2,82,105.4,39,56.2%,86,17.0%,77,21.7%,97,10.4
DEN,Jamal Murray,Bruce Brown,Michael Porter,Aaron Gordon,Nikola Jokic,116,98,+32.7,97,135.3,97,66.5%,11,17.2%,87,34.0%,20,15.1,90,102.6,91,48.2%,42,13.0%,55,25.0%,99,8.0
PHI,De'Anthony Melton,Shake Milton,Tobias Harris,PJ Tucker,Montrezl Harrell,116,71,+11.3,66,120.7,43,55.0%,70,12.1%,66,28.6%,43,18.3,69,109.4,42,55.9%,40,12.8%,97,16.4%,81,14.7
WAS,Monte Morris,Bradley Beal,Corey Kispert,Kristaps Porzingis,Daniel Gafford,116,30,-4.3,62,119.8,90,62.9%,31,14.7%,31,23.1%,84,25.8,15,124.1,54,54.3%,0,5.4%,19,31.3%,98,10.3
DEN,Nah'Shon Hyland,Jamal Murray,Bruce Brown,Vlatko Cancar,Zeke Nnaji,116,26,-6.2,39,113.8,10,48.7%,79,11.2%,92,36.1%,56,20.5,24,120.0,28,57.8%,55,13.9%,26,29.4%,52,18.4
MEM,Ja Morant,Luke Kennard,Dillon Brooks,Santi Aldama,Xavier Tillman,116,25,-6.9,9,102.6,10,48.5%,79,11.2%,7,15.8%,57,20.6,69,109.5,43,55.7%,82,16.4%,44,26.3%,44,19.6
HOU,Daishen Nix,Jalen Green,Kenyon Martin Jr.,Jabari Smith Jr.,Alperen Sengun,116,3,-28.8,27,110.3,18,50.9%,5,19.0%,93,36.7%,30,16.5,1,139.1,2,66.4%,24,11.3%,11,33.3%,90,12.7
CHI,Alex Caruso,Coby White,Zach LaVine,DeMar DeRozan,Nikola Vucevic,116,94,+24.2,93,131.9,91,63.1%,14,16.4%,57,27.1%,72,22.3,74,107.7,14,60.6%,98,20.5%,50,25.6%,0,36.3
ORL,Markelle Fultz,Jalen Suggs,Franz Wagner,Paolo Banchero,Wendell Carter,115,88,+18.5,72,122.6,39,54.6%,40,13.9%,63,27.9%,63,21.3,86,104.1,70,52.1%,82,16.4%,52,25.5%,2,30.9
WAS,Monte Morris,Bradley Beal,Corey Kispert,Kyle Kuzma,Kristaps Porzingis,115,10,-16.6,31,111.3,57,56.9%,22,15.7%,59,27.3%,8,12.9,11,127.9,49,54.8%,8,9.0%,17,32.1%,10,26.9
ORL,Jalen Suggs,Franz Wagner,Paolo Banchero,Bol Bol,Wendell Carter,115,24,-7.0,28,110.4,61,57.4%,3,19.1%,78,31.1%,47,18.9,33,117.4,5,63.8%,55,13.9%,100,10.6%,71,16.0
SAS,Josh Richardson,Malaki Branham,Keldon Johnson,Keita Bates-Diop,Jakob Poeltl,114,30,-4.1,26,109.6,36,53.9%,20,15.8%,49,25.9%,17,14.7,47,113.8,12,61.2%,41,12.9%,91,18.8%,92,12.2
POR,Anfernee Simons,Josh Hart,Shaedon Sharpe,Jerami Grant,Jusuf Nurkic,114,12,-15.1,6,100.9,30,53.0%,20,15.8%,18,20.0%,2,10.1,40,115.9,46,55.3%,69,15.0%,38,27.3%,75,15.4
MIA,Gabe Vincent,Max Strus,Caleb Martin,Jimmy Butler,Bam Adebayo,114,12,-15.4,24,108.8,2,45.8%,67,12.3%,82,32.3%,79,24.3,15,124.1,11,61.3%,94,19.0%,63,24.0%,50,18.6
MIN,Mike Conley,Jaden McDaniels,Taurean Prince,Kyle Anderson,Rudy Gobert,113,91,+21.3,81,124.8,80,59.9%,13,16.8%,61,27.5%,91,28.1,87,103.4,50,54.7%,88,17.2%,78,21.6%,64,16.8
NOP,Jose Alvarado,Devonte' Graham,Naji Marshall,Zion Williamson,Larry Nance Jr.,113,99,+41.8,97,135.4,93,64.1%,66,12.4%,57,27.1%,94,31.3,98,93.6,82,50.0%,100,24.8%,71,22.4%,33,21.2
WAS,Delon Wright,Deni Avdija,Rui Hachimura,Kyle Kuzma,Daniel Gafford,113,75,+12.3,57,118.6,72,58.9%,19,15.9%,69,29.2%,69,21.9,79,106.3,95,46.5%,79,16.2%,2,38.6%,97,10.4
CLE,Darius Garland,Donovan Mitchell,Isaac Okoro,Lamar Stevens,Evan Mobley,113,27,-5.7,29,110.6,19,51.0%,51,13.3%,35,23.7%,41,18.1,38,116.4,13,61.0%,95,19.1%,51,25.6%,50,18.7
IND,Tyrese Haliburton,Bennedict Mathurin,Buddy Hield,Aaron Nesmith,Myles Turner,112,100,+48.1,100,162.5,99,72.0%,62,12.5%,93,36.4%,88,27.1,44,114.4,33,57.0%,96,19.5%,47,26.0%,2,33.3
PHI,James Harden,Tyrese Maxey,De'Anthony Melton,PJ Tucker,Joel Embiid,112,40,-0.7,82,125.0,83,60.5%,62,12.5%,12,18.8%,87,26.3,12,125.7,52,54.4%,46,13.3%,3,37.1%,57,17.7
IND,Andrew Nembhard,Tyrese Haliburton,Bennedict Mathurin,Aaron Nesmith,Myles Turner,112,31,-3.8,20,107.1,56,56.9%,27,15.2%,12,18.8%,19,14.9,64,110.9,55,54.0%,88,17.3%,41,26.8%,77,15.2
DAL,Luka Doncic,Josh Green,Tim Hardaway Jr.,Maxi Kleber,Christian Wood,112,97,+30.2,99,148.2,98,68.3%,86,10.7%,29,22.7%,92,28.7,30,118.0,67,52.6%,87,17.1%,14,32.7%,3,30.6
TOR,Fred VanVleet,Gary Trent Jr.,OG Anunoby,Scottie Barnes,Christian Koloko,111,20,-9.2,36,112.6,29,53.0%,48,13.5%,55,26.8%,47,19.0,20,121.8,19,59.3%,97,20.0%,0,41.3%,4,29.7
ATL,Trae Young,Dejounte Murray,Saddiq Bey,DeAndre Hunter,Clint Capela,111,33,-3.2,72,122.5,53,56.2%,26,15.3%,89,34.7%,93,29.2,12,125.7,2,65.7%,31,11.9%,100,8.3%,1,33.7
DET,Cory Joseph,Alec Burks,Kevin Knox,Saddiq Bey,Jalen Duren,111,32,-3.5,12,104.5,8,48.0%,61,12.6%,30,23.0%,71,22.2,73,108.0,82,50.0%,26,11.5%,65,23.7%,7,28.4
IND,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Aaron Nesmith,Myles Turner,110,8,-20.2,16,106.4,44,55.2%,4,19.1%,18,20.0%,82,25.6,11,126.6,25,58.2%,10,9.2%,3,36.5%,11,25.8
LAL,Russell Westbrook,Patrick Beverley,Austin Reaves,Lonnie Walker,Anthony Davis,110,62,+7.3,63,120.0,25,52.1%,83,10.9%,75,30.2%,98,36.2,54,112.7,92,48.2%,5,8.2%,55,25.0%,53,18.2
NYK,Miles McBride,Immanuel Quickley,RJ Barrett,Jericho Sims,Isaiah Hartenstein,110,34,-1.9,30,110.9,17,50.5%,10,17.3%,100,42.9%,13,14.0,52,112.8,63,53.1%,53,13.8%,55,25.0%,37,20.6
ORL,Markelle Fultz,Jalen Suggs,Gary Harris,Paolo Banchero,Wendell Carter,108,38,-1.0,20,107.4,21,51.1%,14,16.7%,5,15.4%,87,26.4,71,108.4,62,53.3%,91,17.8%,47,26.0%,45,19.6
LAL,Russell Westbrook,Austin Reaves,Lonnie Walker,LeBron James,Anthony Davis,107,34,-2.4,90,129.9,88,61.8%,53,13.1%,70,29.3%,84,25.8,4,132.4,32,57.1%,11,9.8%,32,28.0%,15,24.5
TOR,Fred VanVleet,OG Anunoby,Scottie Barnes,Pascal Siakam,Juan Hernangomez,107,41,-0.2,72,122.4,62,57.4%,39,14.0%,81,32.0%,18,14.9,18,122.6,6,63.4%,70,15.1%,89,19.0%,16,24.4
IND,TJ McConnell,Buddy Hield,Chris Duarte,Aaron Nesmith,Myles Turner,107,9,-17.7,44,115.0,81,60.1%,30,15.0%,11,18.6%,86,26.2,4,132.7,10,61.5%,39,12.5%,1,40.8%,78,15.0
LAC,Terance Mann,Nicolas Batum,Kawhi Leonard,Marcus Morris,Ivica Zubac,106,48,+2.8,22,108.5,4,46.7%,78,11.3%,93,36.7%,26,16.2,80,105.7,61,53.3%,73,15.2%,71,22.4%,75,15.4
DET,Jaden Ivey,Alec Burks,Bojan Bogdanovic,Isaiah Stewart,Jalen Duren,106,17,-11.2,7,101.9,23,51.6%,37,14.2%,16,19.6%,8,12.9,51,113.1,47,55.3%,57,14.0%,63,24.0%,64,16.8
WAS,Delon Wright,Bradley Beal,Kyle Kuzma,Kristaps Porzingis,Daniel Gafford,106,59,+6.4,80,124.5,100,74.4%,8,17.9%,2,12.9%,6,12.2,30,118.1,32,57.1%,79,16.2%,0,41.7%,92,12.2
PHI,Tyrese Maxey,Matisse Thybulle,Tobias Harris,PJ Tucker,Joel Embiid,106,98,+33.4,62,119.8,67,58.0%,68,12.3%,16,19.5%,93,29.9,99,86.4,99,41.4%,99,24.3%,21,30.5%,46,19.5
BKN,Spencer Dinwiddie,Royce O'Neale,Mikal Bridges,Cameron Johnson,Dorian Finney-Smith,106,93,+22.9,88,128.3,36,54.0%,78,11.3%,48,25.9%,90,28.0,81,105.4,86,49.5%,12,9.9%,44,26.4%,4,29.7
SAS,Josh Richardson,Malaki Branham,Doug McDermott,Zach Collins,Stanley Johnson,106,68,+9.7,95,134.0,99,70.4%,6,18.9%,96,38.5%,0,4.1,14,124.3,43,55.6%,22,11.2%,4,35.7%,15,24.5
NYK,Jalen Brunson,Immanuel Quickley,RJ Barrett,Julius Randle,Isaiah Hartenstein,106,80,+14.2,76,123.6,25,52.2%,78,11.3%,73,29.6%,99,37.6,70,109.3,98,43.5%,14,10.3%,5,35.6%,0,38.7
SAS,Tre Jones,Devin Vassell,Keldon Johnson,Keita Bates-Diop,Zach Collins,105,4,-24.9,13,104.8,31,53.4%,33,14.3%,1,12.0%,34,16.9,6,129.6,8,62.6%,54,13.9%,6,35.6%,27,22.1
CLE,Donovan Mitchell,Caris LeVert,Dean Wade,Evan Mobley,Jarrett Allen,105,94,+23.6,59,119.0,60,57.3%,26,15.2%,65,28.3%,32,16.7,98,95.5,93,47.8%,74,15.3%,86,20.0%,19,23.6
BKN,Ben Simmons,Kyrie Irving,Royce O'Neale,Joe Harris,Kevin Durant,105,60,+6.7,70,121.9,100,73.3%,0,23.8%,0,10.3%,92,28.8,42,115.2,59,53.6%,47,13.3%,1,41.1%,43,19.8
HOU,Kevin Porter,Jalen Green,Eric Gordon,Jabari Smith Jr.,Bruno Fernando,105,44,+1.1,28,110.5,48,55.6%,4,19.0%,71,29.4%,48,19.1,70,109.3,97,45.7%,2,6.5%,41,26.6%,41,20.0
CHA,Dennis Smith Jr.,Terry Rozier,Kelly Oubre,PJ Washington,Mason Plumlee,105,45,+1.8,31,111.4,19,51.0%,66,12.4%,86,33.9%,11,13.7,69,109.6,67,52.6%,81,16.3%,9,34.0%,86,13.5
BOS,Malcolm Brogdon,Derrick White,Jaylen Brown,Jayson Tatum,Al Horford,105,29,-4.3,34,112.4,64,57.6%,78,11.4%,1,11.1%,76,23.3,36,116.7,40,56.2%,29,11.8%,77,21.7%,32,21.3
NYK,Miles McBride,Josh Hart,RJ Barrett,Obi Toppin,Isaiah Hartenstein,105,99,+38.1,98,141.0,97,67.4%,96,8.6%,70,29.3%,61,21.1,90,102.8,91,48.3%,86,17.0%,61,24.5%,6,28.7
ATL,Dejounte Murray,Bogdan Bogdanovic,Saddiq Bey,Jalen Johnson,Onyeka Okongwu,105,21,-8.9,18,106.7,67,58.0%,16,16.2%,47,25.5%,7,12.6,41,115.5,5,63.6%,98,21.4%,92,18.4%,44,19.8
ATL,Trae Young,Bogdan Bogdanovic,Saddiq Bey,Jalen Johnson,Onyeka Okongwu,105,100,+63.7,100,148.6,96,65.4%,98,7.6%,24,21.4%,100,40.7,100,84.9,100,38.5%,77,16.0%,80,21.3%,28,22.0
HOU,Daishen Nix,Eric Gordon,Kenyon Martin Jr.,Jabari Smith Jr.,Alperen Sengun,104,90,+20.3,92,130.8,85,61.0%,62,12.5%,47,25.6%,98,37.2,65,110.5,77,51.1%,3,7.6%,90,19.0%,18,23.7
NOP,CJ McCollum,Josh Richardson,Brandon Ingram,Herbert Jones,Jonas Valanciunas,103,14,-12.8,14,104.9,31,53.3%,32,14.6%,23,21.3%,10,13.3,32,117.6,14,60.6%,53,13.7%,91,18.6%,41,20.0
IND,TJ McConnell,Bennedict Mathurin,Buddy Hield,Aaron Nesmith,Myles Turner,103,7,-21.6,6,101.0,1,41.9%,46,13.6%,58,27.1%,89,28.0,18,122.5,17,60.0%,76,15.7%,31,28.3%,8,28.2
MIN,D'Angelo Russell,Austin Rivers,Anthony Edwards,Jaden McDaniels,Naz Reid,103,42,+0.8,86,127.2,84,60.9%,46,13.6%,5,15.2%,57,20.7,11,126.4,28,57.8%,58,14.2%,3,37.3%,13,25.0
CLE,Donovan Mitchell,Caris LeVert,Cedi Osman,Evan Mobley,Jarrett Allen,102,88,+18.6,88,128.4,73,58.9%,44,13.7%,32,23.3%,99,39.3,68,109.8,77,51.2%,76,15.7%,8,34.7%,5,29.4
GSW,Jordan Poole,Donte DiVincenzo,Andrew Wiggins,Anthony Lamb,Draymond Green,101,37,-1.2,10,104.0,30,53.1%,41,13.9%,18,20.0%,81,25.0,83,105.2,88,48.9%,37,12.4%,83,20.8%,46,19.5
CHA,LaMelo Ball,Kelly Oubre,Gordon Hayward,PJ Washington,Mason Plumlee,101,10,-15.8,10,104.0,14,50.0%,56,12.9%,47,25.5%,8,12.9,26,119.8,13,60.8%,54,13.9%,82,20.9%,18,24.1
DET,Jaden Ivey,Saddiq Bey,Bojan Bogdanovic,Isaiah Stewart,Jalen Duren,101,1,-40.6,1,93.1,17,50.6%,1,23.8%,97,38.6%,25,16.0,3,133.7,10,61.4%,60,14.3%,4,35.7%,45,19.6
CHA,Terry Rozier,Jalen McDaniels,Gordon Hayward,PJ Washington,Mason Plumlee,100,65,+7.9,50,117.0,54,56.4%,28,15.0%,43,25.0%,76,23.3,71,109.1,70,52.2%,71,15.2%,47,26.0%,94,11.8
